pid,brand,product,quantity,price,standard drinks,standard drinks estimate,price per sd
901988,Little Creatures,Rogers Ale Bottle 330ml,24.0,73.99,24.0,23759.29,3.08
901988,Little Creatures,Rogers Ale Bottle 330ml,6.0,24.49,6.0,5939.82,4.08
598591,CBCo Brewing,Pale Ale Can 375mL,4.0,17.0,4.8,5.21,3.54
598591,CBCo Brewing,Pale Ale Can 375mL,16.0,63.99,19.2,20.84,3.33
878524,Shepherd Neame,Double Stout 500mL,1,7.99,16.8,2.05,0.48
878524,Shepherd Neame,Double Stout 500mL,8.0,53.99,134.4,16.42,0.4
89983,Boatrocker,Stout Cans 375mL,4.0,21.99,28.8,7.22,0.76
89983,Boatrocker,Stout Cans 375mL,24.0,103.99,172.8,43.34,0.6
6038271,Eichbaum,Premium Pilsner Cans 500mL,6.0,22.9,11.4,11.37,2.01
6038271,Eichbaum,Premium Pilsner Cans 500mL,24.0,64.99,45.6,45.47,1.43
310996,Balter,Cerveza Bottles 355mL,6.0,22.99,6.6,6.73,3.48
310996,Balter,Cerveza Bottles 355mL,24.0,59.95,26.4,26.9,2.27
460726,Tun,Gold Mid Cans 330mL,30.0,43.9,27.0,25.79,1.63
25500,Coopers,Best Extra Stout Longneck 750mL,1,10.99,3.7,3.73,2.97
25500,Coopers,Best Extra Stout Longneck 750mL,12.0,82.99,44.4,44.76,1.87
773033,Adnams,Ghost Ship Pale Ale Cans 440mL,4.0,15.0,6.4,6.25,2.34
773033,Adnams,Ghost Ship Pale Ale Cans 440mL,24.0,79.99,38.4,37.51,2.08
13470,Carlton Draught,Lager Cans 375mL,6.0,17.95,8.4,8.17,2.14
13470,Carlton Draught,Lager Cans 375mL,24.0,54.95,33.6,32.68,1.64
105097,John Boston,Crisp Lager Bottle 330mL,6.0,16.0,6.6,6.57,2.42
105097,John Boston,Crisp Lager Bottle 330mL,24.0,55.99,26.4,26.26,2.12
6004342,James Squire,Lower Sugar Alcoholic Ginger Beer with Lemon Cans 330mL,6.0,26.0,6.0,6.25,4.33
6004342,James Squire,Lower Sugar Alcoholic Ginger Beer with Lemon Cans 330mL,24.0,91.99,24.0,25.01,3.83
717160,Pabst Blue Ribbon,Premium Lager Cans 473mL,6.0,24.99,10.8,10.53,2.31
717160,Pabst Blue Ribbon,Premium Lager Cans 473mL,24.0,73.0,43.2,42.12,1.69
248225,Old Speckled Hen,English Pale Ale Bottles 500mL,1,7.99,1.9,1.89,4.21
248225,Old Speckled Hen,English Pale Ale Bottles 500mL,12.0,53.99,22.8,22.74,2.37
189952,Brewdog,Punk XPA Carbon Negative Cans 375mL,4.0,21.99,6.0,6.16,3.66
189952,Brewdog,Punk XPA Carbon Negative Cans 375mL,16.0,65.99,24.0,24.63,2.75
110592,Moon Dog,Lager Can 330mL,24.0,76.99,31.2,28136.0,2.47
110592,Moon Dog,Lager Can 330mL,6.0,25.99,7.8,7034.0,3.33
139443,Colossal Brewing,Hopmosphere West Coast IPA Cans 375mL,4.0,25.99,8.4,8.29,3.09
139443,Colossal Brewing,Hopmosphere West Coast IPA Cans 375mL,16.0,71.99,33.6,33.16,2.14
6003996,Pirate Life,South Coast Crisp Lager Cans 375mL,6.0,21.99,7.2,7.11,3.05
6003996,Pirate Life,South Coast Crisp Lager Cans 375mL,24.0,54.0,28.8,28.42,1.88
319531,Dainton,Flamingo Sour Cans 375mL,4.0,16.99,4.8,4.97,3.54
319531,Dainton,Flamingo Sour Cans 375mL,16.0,57.99,19.2,19.89,3.02
15307,Bintang,Pilsener Bottles 330mL,24.0,59.0,31.2,29386.49,1.89
15307,Bintang,Pilsener Bottles 330mL,6.0,22.49,7.8,7346.62,2.88
661660,Kaiju,Krush Tropical Pale Ale Cans 375mL,6.0,27.99,8.4,8.35,3.33
661660,Kaiju,Krush Tropical Pale Ale Cans 375mL,24.0,85.99,33.6,33.39,2.56
671939,Rugged Thumb,Sugar Free Ginger Beer Bottles 500mL,1,8.99,1.6,1.58,5.62
671939,Rugged Thumb,Sugar Free Ginger Beer Bottles 500mL,12.0,80.99,19.2,18.95,4.22
768242,Carlton Dry,Bottles 700mL,3.0,21.99,7.5,7.46,2.93
768242,Carlton Dry,Bottles 700mL,12.0,84.99,30.0,29.84,2.83
910435,XXXX,Ultra Zero Carb Bottles 330mL,6.0,18.0,6.0,5.94,3.0
910435,XXXX,Ultra Zero Carb Bottles 330mL,24.0,53.99,24.0,23.76,2.25
56169,Beck's,Beer 330mL,24.0,53.9,24.0,25009.78,2.25
56169,Beck's,Beer 330mL,6.0,22.99,6.0,6252.44,3.83
20993,Boatrocker,Miss Pinky Raspberry Sour Ale Cans 375mL,4.0,19.99,4.0,4.03,5.0
20993,Boatrocker,Miss Pinky Raspberry Sour Ale Cans 375mL,24.0,92.99,24.0,24.16,3.87
712654,Hook Norton,Twelve Days 500mL,1,7.99,2.2,2170.99,3.63
712654,Hook Norton,Twelve Days 500mL,12.0,63.99,26.4,26051.85,2.42
6027312,Brick Lane,Hi-Fi Zero Carb Pale Ale Cans 355mL,6.0,18.0,7.2,7.06,2.5
6027312,Brick Lane,Hi-Fi Zero Carb Pale Ale Cans 355mL,24.0,62.99,28.8,28.25,2.19
215860,Nam Nam Alley,Lager Can 500mL,4.0,14.0,7.2,7.11,1.94
215860,Nam Nam Alley,Lager Can 500mL,16.0,47.99,28.8,28.42,1.67
910436,Byron Bay Brewery,Ultra Zero Carb Bottles 330mL,6.0,22.99,5.4,5.47,4.26
910436,Byron Bay Brewery,Ultra Zero Carb Bottles 330mL,24.0,60.0,21.6,21.88,2.78
692632,Stomping Ground,Laneway Lager Cans 355mL,6.0,21.0,9.0,7.9,2.33
692632,Stomping Ground,Laneway Lager Cans 355mL,18.0,51.99,27.0,23.71,1.93
800717,Foster's,Classic Lager Cans 375mL,6.0,21.99,7.2,7.11,3.05
800717,Foster's,Classic Lager Cans 375mL,24.0,60.99,28.8,28.42,2.12
148316,Hawkers Beer,Hazy Pale Cans 375mL,4.0,22.99,5.6,5.45,4.11
148316,Hawkers Beer,Hazy Pale Cans 375mL,16.0,65.99,22.4,21.79,2.95
47988,Heineken,Lager Bottles 330mL,6.0,24.49,7.8,7.82,3.14
47988,Heineken,Lager Bottles 330mL,24.0,51.0,31.2,31.26,1.63
6049940,James Squire,Ginger Beer 10 Pack Cans 330mL,10.0,44.99,10.0,10.42,4.5
6049940,James Squire,Ginger Beer 10 Pack Cans 330mL,30.0,109.99,30.0,31.26,3.67
905572,Coopers,Mild Ale 3.5% Bottles 375mL,6.0,17.0,6.0,6.22,2.83
905572,Coopers,Mild Ale 3.5% Bottles 375mL,24.0,56.99,24.0,24.87,2.37
84568,Zytho Brewing,Tropical Haze Cans 375mL,6.0,26.99,9.0,8.88,3.0
84568,Zytho Brewing,Tropical Haze Cans 375mL,24.0,75.0,36.0,35.53,2.08
253853,Gage Roads,Hazy As Pale Ale Cans 330mL,6.0,27.49,7.8,7.82,3.52
253853,Gage Roads,Hazy As Pale Ale Cans 330mL,24.0,79.99,31.2,31.26,2.56
470949,Young Henrys,Classic Premium Lager Can 375mL,6.0,24.99,7.2,7.46,3.47
470949,Young Henrys,Classic Premium Lager Can 375mL,24.0,62.0,28.8,29.84,2.15
143651,Bridge Road Brewers,Beechworth Pale Ale Cans 355mL,4.0,22.99,5.2,5.38,4.42
143651,Bridge Road Brewers,Beechworth Pale Ale Cans 355mL,16.0,68.99,20.8,21.52,3.32
118667,Little Fat Lamb,Ginger 375mL,24.0,77.99,57.6,56840.4,1.35
118667,Little Fat Lamb,Ginger 375mL,4.0,15.99,9.6,9473.4,1.67
717137,Hollandia,Beer Cans 500mL,4.0,14.0,7.6,7.42,1.84
717137,Hollandia,Beer Cans 500mL,24.0,71.99,45.6,44.52,1.58
363586,Stone & Wood,Pacific Ale Bottles 330mL,6.0,25.95,6.6,6.88,3.93
363586,Stone & Wood,Pacific Ale Bottles 330mL,24.0,82.9,26.4,27.51,3.14
8867,Jetty Road Brewery,Pale Ale Cans 375mL,6.0,20.0,9.0,8.53,2.22
8867,Jetty Road Brewery,Pale Ale Cans 375mL,24.0,73.99,36.0,34.1,2.06
202894,Better Beer,Ginger Beer Cans 355mL,6.0,26.49,6.6,6.73,4.01
202894,Better Beer,Ginger Beer Cans 355mL,24.0,69.0,26.4,26.9,2.61
962206,Carlton Dry,Mid 3.5% Bottles 330mL,6.0,19.99,5.4,5.47,3.7
962206,Carlton Dry,Mid 3.5% Bottles 330mL,24.0,46.0,21.6,21.88,2.13
21904,Hawke's Brewing Co.,Lager Cans 375mL,24.0,59.99,28.8,29841.21,2.08
21904,Hawke's Brewing Co.,Lager Cans 375mL,6.0,19.99,7.2,7460.3,2.78
137935,Zytho Brewing,Velvet Luxe Stout Cans 375mL,4.0,17.0,7.2,7.11,2.36
137935,Zytho Brewing,Velvet Luxe Stout Cans 375mL,24.0,81.99,43.2,42.63,1.9
171853,Little Creatures,Hazy IPA Cans Wrap,4.0,27.99,7.2,330.94,3.89
171853,Little Creatures,Hazy IPA Cans Wrap,16.0,78.99,28.8,1323.75,2.74
460722,Tun,Green Bitter Cans 330mL,30.0,53.9,39.0,38.3,1.38
225756,Peroni Nastro Azzurro,Bottles 330mL,6.0,19.95,7.8,7.82,2.56
225756,Peroni Nastro Azzurro,Bottles 330mL,24.0,60.99,31.2,31.26,1.95
24284,Carlton Draught,Longnecks 750mL,12.0,73.99,32.4,32683.23,2.28
24284,Carlton Draught,Longnecks 750mL,3.0,21.99,8.1,8170.81,2.71
205989,Blackman's Brewery,Juicy Banger IPL Cans 375mL,4.0,24.99,6.8,6.87,3.67
205989,Blackman's Brewery,Juicy Banger IPL Cans 375mL,16.0,68.0,27.2,27.47,2.5
155358,Balter,Eazy Hazy Cans 375mL,4.0,20.99,4.8,4.74,4.37
155358,Balter,Eazy Hazy Cans 375mL,16.0,53.0,19.2,18.95,2.76
310870,James Squire,Lower Sugar Ginger Beer Cans 330mL,6.0,30.49,6.0,6.25,5.08
310870,James Squire,Lower Sugar Ginger Beer Cans 330mL,24.0,89.9,24.0,25.01,3.75
326253,Burleigh Brewing Co.,Big Head No Carb Beer Bottles 330mL,6.0,25.99,6.54,6.57,3.97
326253,Burleigh Brewing Co.,Big Head No Carb Beer Bottles 330mL,24.0,76.99,26.16,26.26,2.94
75023,Coopers,Sparkling Ale Bottles 375mL,6.0,22.0,10.2,10.3,2.16
75023,Coopers,Sparkling Ale Bottles 375mL,24.0,70.99,40.8,41.21,1.74
695112,3 Ravens,Juicy IPA Cans 375mL,4.0,21.99,7.2,7.11,3.05
695112,3 Ravens,Juicy IPA Cans 375mL,24.0,103.99,43.2,42.63,2.41
11055,Red Hill,Two Bays Pale Cans 355mL,4.0,17.0,4.4,5.04,3.86
11055,Red Hill,Two Bays Pale Cans 355mL,24.0,84.99,26.4,30.27,3.22
11911,Stomping Ground,Passionfruit Smash Sour Beer Cans 355mL,4.0,20.99,4.8,4.71,4.37
11911,Stomping Ground,Passionfruit Smash Sour Beer Cans 355mL,16.0,61.99,19.2,18.83,3.23
23097,Carlsberg,Green Lager Bottles 330mL,6.0,23.99,7.2,180.07,3.33
23097,Carlsberg,Green Lager Bottles 330mL,24.0,52.0,28.8,720.28,1.81
318544,Hop Nation,Melbourne Fog Hazy Pale Cans 355mL,4.0,18.9,5.2,5.38,3.63
318544,Hop Nation,Melbourne Fog Hazy Pale Cans 355mL,16.0,55.8,20.8,21.52,2.68
594791,Coopers,Light Bottles 355mL,6.0,22.49,4.8,4.88,4.69
594791,Coopers,Light Bottles 355mL,24.0,53.99,19.2,19.51,2.81
100281,Bodriggy Brewing Co,Cosmic Microwave Hazy IPA Cans 355mL,4.0,20.49,4.0,3.92,5.12
100281,Bodriggy Brewing Co,Cosmic Microwave Hazy IPA Cans 355mL,24.0,99.99,24.0,23.54,4.17
460724,Tun,Red Draught Cans 330mL,30.0,46.9,30.0,31.26,1.56
817186,Hahn,SuperDry Gluten Free 330mL Bottle,6.0,19.95,6.6,6.57,3.02
817186,Hahn,SuperDry Gluten Free 330mL Bottle,24.0,59.95,26.4,26.26,2.27
233839,Young Henrys,Hazy Pale Ale 375mL,4.0,18.0,6.0,6.16,3.0
233839,Young Henrys,Hazy Pale Ale 375mL,16.0,63.99,24.0,24.63,2.67
809797,Carlton Dry,Lager Bottles 330mL,6.0,19.95,7.2,7.03,2.77
809797,Carlton Dry,Lager Bottles 330mL,24.0,54.95,28.8,28.14,1.91
94478,Balter,Hazy IPA Cans 375mL,4.0,27.99,7.2,7.11,3.89
94478,Balter,Hazy IPA Cans 375mL,16.0,73.0,28.8,28.42,2.53
908872,Erdinger,Kristall Weißbier Bottles 500mL,12.0,82.99,25.2,25104.51,3.29
908872,Erdinger,Kristall Weißbier Bottles 500mL,1,10.99,2.1,2092.04,5.23
597433,Young Henrys,Newtowner Australian Pale Ale Cans 375mL,6.0,21.0,8.4,8.53,2.5
597433,Young Henrys,Newtowner Australian Pale Ale Cans 375mL,24.0,72.49,33.6,34.1,2.16
105701,Tun,Bitter Bottle 660ml,1,6.99,2.5,2.55,2.8
105701,Tun,Bitter Bottle 660ml,12.0,53.99,30.0,30.64,1.8
204819,Pirate Life Brewing,California Pale Ale 355mL Cans,16.0,63.99,25.6,26007.64,2.5
204819,Pirate Life Brewing,California Pale Ale 355mL Cans,4.0,17.0,6.4,6501.91,2.66
312095,Hop Nation,The Heart Pale Ale Cans 355mL,4.0,20.99,5.2,5.16,4.04
312095,Hop Nation,The Heart Pale Ale Cans 355mL,16.0,61.99,20.8,20.63,2.98
198130,Better Beer,Zero Carb Lager Bottles 330mL,6.0,18.95,6.6,6.57,2.87
198130,Better Beer,Zero Carb Lager Bottles 330mL,24.0,62.99,26.4,26.26,2.39
100084,Bodriggy Brewing Co,Speccy 355ml,4.0,15.99,4.0,3.92,4.0
100084,Bodriggy Brewing Co,Speccy 355ml,24.0,69.99,24.0,23.54,2.92
683171,Shepherd Neame,1698 Strong Ale 500mL,1,7.99,2.6,2.57,3.07
683171,Shepherd Neame,1698 Strong Ale 500mL,8.0,53.99,20.8,20.53,2.6
60139,Zytho Brewing,IPA Cans 375mL,6.0,26.99,9.6,9.59,2.81
60139,Zytho Brewing,IPA Cans 375mL,24.0,75.0,38.4,38.37,1.95
102408,Braeside Brewing Co.,Lead Head Lager Cans 355mL,24.0,80.99,31.2,32285.35,2.6
102408,Braeside Brewing Co.,Lead Head Lager Cans 355mL,6.0,24.99,7.8,8071.34,3.2
6005426,Birra Moretti,Lager Bottles 330mL,6.0,22.99,7.2,7.19,3.19
6005426,Birra Moretti,Lager Bottles 330mL,24.0,62.0,28.8,28.76,2.15
902895,Erdinger,Weissbrau Weißbier Bottles 500mL,1,11.99,2.1,2092.04,5.71
902895,Erdinger,Weissbrau Weißbier Bottles 500mL,12.0,82.99,25.2,25104.51,3.29
38175,Victoria Bitter,Lager Bottles 375mL,6.0,18.95,8.4,8.7,2.26
38175,Victoria Bitter,Lager Bottles 375mL,24.0,54.95,33.6,34.81,1.64
458115,CBCo Brewing,Goldy Lager Can 375mL,6.0,23.49,7.2,7.11,3.26
458115,CBCo Brewing,Goldy Lager Can 375mL,24.0,70.99,28.8,28.42,2.46
904074,Weihenstephaner,Tradition Bayrisch Dunkel Bottles 500mL,1,8.99,2.0,2052.57,4.5
904074,Weihenstephaner,Tradition Bayrisch Dunkel Bottles 500mL,12.0,74.99,24.0,24630.84,3.12
501502,Shepherd Neame,Spitfire Golden Ale 500mL,1,7.99,1.7,1697.32,4.7
501502,Shepherd Neame,Spitfire Golden Ale 500mL,8.0,53.99,13.6,13578.54,3.97
904073,Weihenstephaner,Pilsner Bottle 500mL,1,8.99,2.0,2013.1,4.5
904073,Weihenstephaner,Pilsner Bottle 500mL,12.0,74.99,24.0,24157.17,3.12
217037,Great Northern Brewing Co.,Original Lager Cans 375mL,1,4.09,1.2,1.24,3.41
217037,Great Northern Brewing Co.,Original Lager Cans 375mL,30.0,62.95,36.0,37.3,1.75
708301,Matso's,Ginger Beer Bottles 330mL,6.0,30.99,5.4,5.47,5.74
708301,Matso's,Ginger Beer Bottles 330mL,24.0,89.0,21.6,21.88,4.12
466271,Hop Nation,Karma Oatmeal Stout Can 355mL,4.0,21.99,5.6,5.61,3.93
466271,Hop Nation,Karma Oatmeal Stout Can 355mL,16.0,66.99,22.4,22.42,2.99
134094,Sapporo,Premium Lager Cans 650mL,1,9.89,31.2,30.79,0.32
134094,Sapporo,Premium Lager Cans 650mL,12.0,78.99,374.4,369.46,0.21
813344,Mountain Goat,Very Enjoyable Beer Cans 375mL,6.0,21.99,7.2,7.46,3.05
813344,Mountain Goat,Very Enjoyable Beer Cans 375mL,24.0,57.9,28.8,29.84,2.01
914544,Tetley's,Original Bitter Cans 440mL,4.0,20.99,4.72,4.72,4.45
914544,Tetley's,Original Bitter Cans 440mL,24.0,89.99,28.32,28.34,3.18
6003995,Mountain Goat,Low Carb Lager Can 375mL,6.0,21.99,6.6,7.11,3.33
6003995,Mountain Goat,Low Carb Lager Can 375mL,24.0,54.0,26.4,28.42,2.05
106236,Two Bays Brewing Co.,Gluten Free IPA Can 375mL,4.0,31.49,7.2,7.11,4.37
106236,Two Bays Brewing Co.,Gluten Free IPA Can 375mL,16.0,102.99,28.8,28.42,3.58
440975,Kopparberg,Ginger Can 375mL,6.0,22.99,15.0,14.74,1.53
440975,Kopparberg,Ginger Can 375mL,24.0,52.0,60.0,58.97,0.87
299034,Colossal Brewing,Hextra Terrestrial Hazy XPA Can 375mL,4.0,22.99,6.0,5.92,3.83
299034,Colossal Brewing,Hextra Terrestrial Hazy XPA Can 375mL,16.0,64.99,24.0,23.68,2.71
178142,Old Fart,Ale 500mL,12.0,97.99,24.0,23683.5,4.08
178142,Old Fart,Ale 500mL,1,10.99,2.0,1973.62,5.5
446855,Great Northern Brewing Co.,Super Crisp 3.5% Lager 30 Block Cans 375mL,30.0,54.95,30.0,31.08,1.83
904993,Kingfisher,Lager 330mL,24.0,62.99,31.2,31262.22,2.02
904993,Kingfisher,Lager 330mL,6.0,21.0,7.8,7815.56,2.69
460725,Tun,Blue Light Cans 330mL,30.0,39.9,21.0,21.1,1.9
114600,Mornington Peninsula Brewery,Pale Ale Can 375mL,24.0,74.99,33.6,33393.74,2.23
114600,Mornington Peninsula Brewery,Pale Ale Can 375mL,6.0,23.49,8.4,8348.43,2.8
75482,Coopers,Original Pale Ale Longneck 750mL,1,9.69,2.7,2.66,3.59
75482,Coopers,Original Pale Ale Longneck 750mL,12.0,70.99,32.4,31.97,2.19
790813,John Boston,The Guardhouse Golden Ale 330mL,6.0,16.0,6.54,6.57,2.45
790813,John Boston,The Guardhouse Golden Ale 330mL,24.0,55.99,26.16,26.26,2.14
912029,Mythos,Hellenic Lager 330mL,24.0,75.99,28.8,31262.22,2.64
912029,Mythos,Hellenic Lager 330mL,6.0,29.99,7.2,7815.56,4.17
916700,Red Hill Brewery,Scotch Ale 330mL,24.0,99.99,38.4,36264.18,2.6
916700,Red Hill Brewery,Scotch Ale 330mL,4.0,21.99,6.4,6044.03,3.44
97273,James Squire,Ginger Beer Cans 330mL,6.0,29.99,6.0,6.25,5.0
97273,James Squire,Ginger Beer Cans 330mL,24.0,89.9,24.0,25.01,3.75
6004344,Little Creatures,Juicy XPA Cans 375mL,4.0,20.99,5.6,5.45,3.75
6004344,Little Creatures,Juicy XPA Cans 375mL,16.0,60.99,22.4,21.79,2.72
544772,Brookvale Union,Ginger Beer Cans 330mL,6.0,29.95,6.0,6.25,4.99
544772,Brookvale Union,Ginger Beer Cans 330mL,24.0,91.9,24.0,25.01,3.83
904076,Weihenstephaner,Hefe Weissbier Bottles 500mL,1,8.99,2.1,2.13,4.28
904076,Weihenstephaner,Hefe Weissbier Bottles 500mL,12.0,74.99,25.2,25.58,2.98
768302,Carlton Dry,Lager Cans 375mL,6.0,20.95,7.8,7.99,2.69
768302,Carlton Dry,Lager Cans 375mL,24.0,54.95,31.2,31.97,1.76
6027295,Stone & Wood,Radler Citrus Cans 330mL,4.0,18.99,4.0,4.17,4.75
6027295,Stone & Wood,Radler Citrus Cans 330mL,16.0,50.0,16.0,16.67,3.12
662708,CBCo Brewing,IPA Cans 375mL,4.0,23.79,7.6,7.7,3.13
662708,CBCo Brewing,IPA Cans 375mL,16.0,71.99,30.4,30.79,2.37
911693,Stomping Ground,Big Sky Hazy Pale Cans 355mL,4.0,19.99,4.4,4.82,4.54
911693,Stomping Ground,Big Sky Hazy Pale Cans 355mL,16.0,56.99,17.6,19.28,3.24
710782,La Trappe,Quadrupel 330mL,24.0,175.99,62.4,62524.44,2.82
710782,La Trappe,Quadrupel 330mL,4.0,30.99,10.4,10420.74,2.98
38281,Victoria Bitter,Cans 375mL,6.0,22.49,8.7,8.7,2.59
38281,Victoria Bitter,Cans 375mL,24.0,54.95,34.8,34.81,1.58
291177,Shepherd Neame,Bishop's Finger Ale Bottle 500mL,1,7.99,2.1,2.05,3.8
291177,Shepherd Neame,Bishop's Finger Ale Bottle 500mL,12.0,56.99,25.2,24.63,2.26
282241,Ginger Kid,Ginger Beer Extra Strong Cans 330mL,4.0,17.99,8.4,8.34,2.14
282241,Ginger Kid,Ginger Beer Extra Strong Cans 330mL,24.0,69.0,50.4,50.02,1.37
43580,Coopers,Sparkling Ale Longneck 750mL,1,9.89,3.4,3.43,2.91
43580,Coopers,Sparkling Ale Longneck 750mL,12.0,76.99,40.8,41.21,1.89
24773,Sierra Nevada,Pale Ale Draught Style Can 355mL,24.0,110.99,33.6,33630.57,3.3
24773,Sierra Nevada,Pale Ale Draught Style Can 355mL,4.0,24.99,5.6,5605.1,4.46
6003999,XXXX,Ultra Zero Carb Cans 375mL,6.0,19.99,6.6,6.75,3.03
6003999,XXXX,Ultra Zero Carb Cans 375mL,24.0,50.0,26.4,27.0,1.89
464778,Pirate Life,Hazy Xpa Can 355mL,4.0,15.0,5.6,5.61,2.68
464778,Pirate Life,Hazy Xpa Can 355mL,16.0,55.99,22.4,22.42,2.5
6058338,Mountain Culture Beer Co.,X Bentspoke Full Suspension IPA Cans 355mL,4.0,28.99,8.0,7.29,3.62
6058338,Mountain Culture Beer Co.,X Bentspoke Full Suspension IPA Cans 355mL,16.0,89.99,32.0,29.15,2.81
287005,Brookvale Union,Ginger Beer 6% Can 330mL,4.0,30.99,6.4,6.25,4.84
287005,Brookvale Union,Ginger Beer 6% Can 330mL,24.0,139.99,38.4,37.51,3.65
327917,4 Pines,Pacific Ale Cans 375mL,6.0,18.0,6.24,6.22,2.88
327917,4 Pines,Pacific Ale Cans 375mL,18.0,51.99,18.72,18.65,2.78
87924,Stone & Wood,Pacific Ale Cans 375mL,4.0,22.99,5.2,5.21,4.42
87924,Stone & Wood,Pacific Ale Cans 375mL,16.0,65.9,20.8,20.84,3.17
910762,Coors,Lager Cans 355mL,6.0,19.0,7.2,7.06,2.64
910762,Coors,Lager Cans 355mL,24.0,59.99,28.8,28.25,2.08
64866,Tooheys,New Bottles 375mL,6.0,21.49,8.4,8.17,2.56
64866,Tooheys,New Bottles 375mL,24.0,54.99,33.6,32.68,1.64
182464,Better Beer,Zero Carb Lager Can 355mL,6.0,18.95,7.2,7.06,2.63
182464,Better Beer,Zero Carb Lager Can 355mL,24.0,62.99,28.8,28.25,2.19
910438,Kilkenny,Irish Ale Cans 470mL,6.0,31.99,9.54,9.57,3.35
910438,Kilkenny,Irish Ale Cans 470mL,24.0,98.99,38.16,38.29,2.59
318495,Dainton,Equalizer Pale Ale Cans 375mL,4.0,19.99,5.2,5.33,3.84
318495,Dainton,Equalizer Pale Ale Cans 375mL,16.0,59.99,20.8,21.32,2.88
270090,Hahn,Ultra Zero Carb Bottles 330mL,6.0,22.99,6.6,6.57,3.48
270090,Hahn,Ultra Zero Carb Bottles 330mL,24.0,56.95,26.4,26.26,2.16
71943,St Andrews Beach Brewery,The Apprentice Session Ale Cans 375mL,4.0,17.99,4.0,4.14,4.5
71943,St Andrews Beach Brewery,The Apprentice Session Ale Cans 375mL,16.0,54.99,16.0,16.58,3.44
911712,Heineken,Silver Bottles  330mL,6.0,24.99,6.0,6.25,4.17
911712,Heineken,Silver Bottles  330mL,24.0,56.99,24.0,25.01,2.37
38033,Victoria Bitter,750mL,3.0,21.99,8.7,8.7,2.53
38033,Victoria Bitter,750mL,12.0,74.99,34.8,34.81,2.15
6003536,Amplys,Ginger Beer Cans 330mL,4.0,19.0,7.2,7.19,2.64
6003536,Amplys,Ginger Beer Cans 330mL,24.0,124.99,43.2,43.14,2.89
253983,Jetty Road Brewery,Lager Can 375mL,24.0,67.99,28.8,29841.21,2.36
253983,Jetty Road Brewery,Lager Can 375mL,6.0,22.49,7.2,7460.3,3.12
880430,Feral Brewing Co.,Biggie Juice East Coast IPA 375mL,4.0,28.99,7.2,7.11,4.03
880430,Feral Brewing Co.,Biggie Juice East Coast IPA 375mL,16.0,83.99,28.8,28.42,2.92
6016656,Desperados,Mojito Beer Bottles 330mL,6.0,20.0,9.0,9.22,2.22
6016656,Desperados,Mojito Beer Bottles 330mL,24.0,91.99,36.0,36.89,2.56
6027307,Tennent's,Lager Can 500mL,4.0,23.99,8.0,7.89,3.0
6027307,Tennent's,Lager Can 500mL,24.0,104.99,48.0,47.37,2.19
855559,Coors,Lager Bottles 330mL,6.0,23.99,6.6,6.57,3.63
855559,Coors,Lager Bottles 330mL,24.0,58.99,26.4,26.26,2.23
197101,Brookvale Union,Ginger Beer Cans 10 Pack 330mL,10.0,44.95,10.0,10.42,4.5
197101,Brookvale Union,Ginger Beer Cans 10 Pack 330mL,30.0,134.85,30.0,31.26,4.5
770382,Mountain Goat,Summer Ale Cans 375mL,6.0,19.0,8.4,8.35,2.26
770382,Mountain Goat,Summer Ale Cans 375mL,24.0,72.99,33.6,33.39,2.17
598473,CBCo Brewing,Draught Kolsch Ale Can 375mL,24.0,77.99,33.6,34104.24,2.32
598473,CBCo Brewing,Draught Kolsch Ale Can 375mL,6.0,22.0,8.4,8526.06,2.62
911584,Two Bays Brewing Co.,Gluten Free Japanese Lager Cans 375mL,4.0,27.49,4.8,4.97,5.73
911584,Two Bays Brewing Co.,Gluten Free Japanese Lager Cans 375mL,16.0,81.99,19.2,19.89,4.27
277554,4 Pines,Japanese Lager Cans 375mL,6.0,19.0,7.2,7.99,2.64
277554,4 Pines,Japanese Lager Cans 375mL,18.0,54.99,21.6,23.98,2.55
367804,Hollandia,Lager 330mL,6.0,19.99,7.2,7.35,2.78
367804,Hollandia,Lager 330mL,24.0,48.0,28.8,29.39,1.67
6027249,Mountain Culture,Juice Trip Cans 355mL,4.0,26.0,8.0,7.85,3.25
6027249,Mountain Culture,Juice Trip Cans 355mL,16.0,84.99,32.0,31.39,2.66
903781,First Hand Beer,Outback Lager Cans 375mL,6.0,21.59,7.2,7.46,3.0
903781,First Hand Beer,Outback Lager Cans 375mL,24.0,66.99,28.8,29.84,2.33
917502,Shepherd Neame,Spitfire Kentish Ale 500mL,1,7.99,1.7,1.66,4.7
917502,Shepherd Neame,Spitfire Kentish Ale 500mL,12.0,57.99,20.4,19.89,2.84
885481,Victoria Malaga,Malaga Lager Cans 330mL,6.0,19.79,7.2,7.5,2.75
885481,Victoria Malaga,Malaga Lager Cans 330mL,24.0,60.99,28.8,30.01,2.12
6027278,Burleigh Brewing Co.,X Budvar Czech Mates Lager Bottle 330mL,6.0,27.99,7.2,7.03,3.89
6027278,Burleigh Brewing Co.,X Budvar Czech Mates Lager Bottle 330mL,24.0,81.99,28.8,28.14,2.85
159725,Pure Blonde,Premium Mid Ultra Low Carb Lager Bottles 330mL,24.0,57.99,19.2,18757.33,3.02
159725,Pure Blonde,Premium Mid Ultra Low Carb Lager Bottles 330mL,6.0,17.0,4.8,4689.33,3.54
